1504685277000,18.0,52.24078619,6.85627309,106.0,0.0,0.0
1504685278000,14.0,52.24075798,6.85629899,113.0,0.0,0.0
1504685279000,11.0,52.24073849,6.85631693,118.0,0.0,0.0
1504685280000,9.0,52.24073847,6.85631698,118.0,0.0,0.0
1504685281000,8.0,52.2407458,6.85631016,116.0,0.0,0.0
1504685282000,7.0,52.24074768,6.85630835,115.0,0.0,0.0
1504685283000,6.0,52.2407555,6.85630111,113.0,0.0,0.0
1504685284000,6.0,52.24074304,6.85631573,116.0,0.0,0.0
1504685285000,5.0,52.2407441,6.85631692,116.0,0.0,0.0
1504685286000,5.0,52.2407383,6.85632511,117.0,0.0,0.0
1504685287000,5.0,52.24074439,6.8563215,115.0,0.0,0.0
1504685288000,5.0,52.24074664,6.85631961,115.0,0.0,0.0
1504685289000,5.0,52.24074327,6.85632305,115.0,0.0,0.0
1504685290000,5.0,52.2407439,6.85632259,115.0,0.0,0.0
1504685291000,6.0,52.24075258,6.85631487,113.0,0.0,0.0
1504685292000,7.0,52.24075073,6.85631675,113.0,0.0,0.0
1504685293000,8.0,52.24074933,6.85631822,114.0,0.0,0.0
1504685294000,8.0,52.24075332,6.85631473,113.0,0.0,0.0
1504685295000,9.0,52.24075334,6.85631477,113.0,0.0,0.0
1504685296000,10.0,52.24075088,6.85631688,113.0,0.0,0.0
1504685297000,11.0,52.24075141,6.85631641,113.0,0.0,0.0
1504685298000,14.0,52.24075073,6.85631703,113.0,0.0,0.0
1504685299000,14.0,52.24075482,6.85631283,112.0,0.0,0.0
1504685300000,11.0,52.24076391,6.85630398,110.0,0.0,0.0
1504685301000,9.0,52.24076607,6.85630197,110.0,0.0,0.0
1504685302000,9.0,52.24076791,6.8563004,109.0,0.0,0.0
1504685303000,8.0,52.24076868,6.85629962,109.0,0.0,0.0
1504685304000,8.0,52.24076875,6.85629953,109.0,0.0,0.0
1504685305000,8.0,52.24076843,6.85629983,109.0,0.0,0.0
1504685306000,8.0,52.24076823,6.85629994,109.0,0.0,0.0
1504685307000,11.0,52.24076839,6.85629978,109.0,0.0,0.0
1504685308000,11.0,52.24076863,6.8562996,109.0,0.0,0.0
1504685309000,12.0,52.24076865,6.8562995,109.0,0.0,0.0
1504685310000,11.0,52.24076882,6.85629937,109.0,0.0,0.0
1504685311000,11.0,52.24076837,6.85629976,109.0,0.0,0.0
1504685312000,11.0,52.24076848,6.85629961,109.0,0.0,0.0
1504685313000,12.0,52.24076844,6.85629964,109.0,0.0,0.0
1504685314000,12.0,52.24076841,6.85629969,109.0,0.0,0.0
1504685315000,11.0,52.24076835,6.85629974,109.0,0.0,0.0
1504685316000,11.0,52.24076838,6.85629976,109.0,0.0,0.0
1504685317000,11.0,52.24076831,6.8562999,109.0,0.0,0.0
1504685318000,12.0,52.24076882,6.85629943,109.0,0.0,0.0
1504685319000,12.0,52.24076833,6.85629982,109.0,0.0,0.0
1504685320000,13.0,52.24076824,6.85629992,109.0,0.0,0.0
1504685321000,13.0,52.24076846,6.85629979,109.0,0.0,0.0
1504685322000,12.0,52.24076847,6.85629979,109.0,0.0,0.0
1504685323000,12.0,52.24076844,6.85629978,109.0,0.0,0.0
1504685324000,12.0,52.24086845,6.85613755,83.0,306.6,1.75
1504685325000,13.0,52.24094898,6.85608155,78.0,317.9,2.25
1504685326000,13.0,52.24095853,6.85606644,77.0,318.9,2.0
1504685327000,13.0,52.24097266,6.85604298,77.0,305.0,2.0
1504685328000,13.0,52.2409895,6.8560248,79.0,314.9,2.0
1504685329000,14.0,52.24098356,6.85598387,78.0,311.1,2.0
1504685330000,14.0,52.24100502,6.85594913,79.0,312.1,2.0
1504685331000,13.0,52.24102399,6.85593072,80.0,315.6,2.25
1504685332000,13.0,52.24103948,6.85590363,80.0,322.8,1.5
1504685333000,14.0,52.24107368,6.85589104,76.0,328.4,1.5
1504685334000,15.0,52.24108465,6.85587043,77.0,313.2,1.75
1504685335000,15.0,52.24109268,6.85584458,78.0,307.8,2.0
1504685336000,15.0,52.24109775,6.85582008,79.0,308.2,2.0
1504685337000,15.0,52.24110294,6.85579216,78.0,303.3,2.0
1504685338000,16.0,52.24110853,6.85576088,78.0,299.5,2.0
1504685339000,17.0,52.24111074,6.85572144,78.0,293.1,2.25
1504685340000,17.0,52.24111609,6.85567262,76.0,289.0,2.25
1504685341000,15.0,52.24110833,6.85563646,77.0,276.7,2.25
1504685342000,16.0,52.2411016,6.8556004,76.0,265.9,2.25
1504685343000,16.0,52.24108942,6.85556825,77.0,248.3,2.0
1504685344000,16.0,52.2410853,6.85552859,78.0,255.4,2.25
1504685345000,14.0,52.24107065,6.85549349,75.0,240.0,2.25
1504685346000,14.0,52.24105225,6.85546812,75.0,226.3,2.25
1504685347000,14.0,52.24103135,6.855451,76.0,208.2,2.25
1504685348000,14.0,52.24101208,6.8554377,75.0,203.4,2.25
1504685349000,14.0,52.24099335,6.85542155,73.0,203.8,2.25
1504685350000,14.0,52.24097445,6.85540476,73.0,206.2,2.25
1504685351000,14.0,52.24095572,6.85538451,75.0,208.1,2.25
1504685352000,14.0,52.2409386,6.85536642,74.0,208.8,2.25
1504685353000,14.0,52.24092098,6.8553503,75.0,206.8,2.25
1504685354000,14.0,52.24090649,6.85533232,74.0,205.9,2.25
1504685355000,15.0,52.24089001,6.85531769,73.0,204.4,2.0
1504685356000,15.0,52.24087817,6.85530203,74.0,207.6,2.0
1504685357000,16.0,52.24086439,6.8552958,73.0,202.9,2.0
1504685358000,19.0,52.24084198,6.85529365,70.0,194.9,2.0
1504685359000,20.0,52.2408111,6.85528547,72.0,190.5,2.0
1504685360000,21.0,52.24077524,6.855267,73.0,194.4,2.25
1504685361000,24.0,52.24071814,6.85523296,74.0,199.8,4.0
1504685362000,25.0,52.24066174,6.85518558,74.0,204.5,4.5
1504685363000,26.0,52.24062245,6.85513621,73.0,208.9,4.25
1504685364000,26.0,52.24057652,6.85510146,73.0,208.5,4.25
1504685365000,24.0,52.24052887,6.85507508,73.0,204.5,4.25
1504685366000,25.0,52.24048144,6.85506089,71.0,197.0,4.25
1504685367000,23.0,52.24043699,6.85506271,72.0,191.0,4.25
1504685368000,26.0,52.2403964,6.85505855,74.0,188.5,4.0
1504685369000,28.0,52.24035113,6.85505912,77.0,186.5,4.0
1504685370000,29.0,52.24030979,6.85506074,77.0,186.9,4.0
1504685371000,26.0,52.24026926,6.85505051,78.0,187.9,4.0
1504685372000,29.0,52.24022982,6.85503718,80.0,189.1,4.0
1504685373000,25.0,52.24019539,6.85502986,79.0,190.0,4.0
1504685374000,23.0,52.24017346,6.85503129,77.0,186.6,4.0
1504685375000,16.0,52.24019593,6.85504039,76.0,181.7,1.5
1504685376000,17.0,52.2402006,6.85505496,76.0,174.6,1.5
1504685377000,18.0,52.24019784,6.85506794,79.0,167.7,1.5
1504685378000,18.0,52.24019275,6.85507617,82.0,176.5,1.5
1504685379000,18.0,52.24018836,6.85508281,82.0,178.7,1.5
1504685380000,19.0,52.24019933,6.85508144,79.0,183.0,1.25
1504685381000,19.0,52.24020613,6.85508317,80.0,176.4,1.25
1504685382000,20.0,52.24021,6.85508447,79.0,165.6,1.0
1504685383000,21.0,52.24021105,6.8550852,79.0,173.6,1.0
1504685384000,20.0,52.2402139,6.855086,78.0,176.5,0.75
1504685385000,19.0,52.2401902,6.85507663,74.0,197.3,1.0
1504685386000,18.0,52.24016871,6.85507514,75.0,172.5,1.0
1504685387000,18.0,52.24014873,6.85507753,75.0,162.7,1.0
1504685388000,18.0,52.24013091,6.85508047,74.0,154.4,1.0
1504685389000,17.0,52.24011179,6.8550764,72.0,169.5,1.25
1504685390000,17.0,52.24009889,6.85507434,71.0,171.9,1.25
1504685391000,16.0,52.2400828,6.85506885,72.0,176.2,1.0
1504685392000,17.0,52.24006202,6.855067,72.0,167.6,1.0
1504685393000,16.0,52.24003569,6.85505601,71.0,192.6,1.0
1504685394000,18.0,52.24000877,6.85504493,72.0,198.8,1.0
1504685395000,17.0,52.23997901,6.85503363,70.0,203.5,1.0
1504685396000,19.0,52.23995352,6.8550225,69.0,198.1,1.25
1504685397000,20.0,52.23992718,6.85501577,68.0,194.4,1.25
1504685398000,21.0,52.23989679,6.85501543,67.0,180.8,1.25
1504685399000,21.0,52.23986502,6.85501276,82.0,180.7,1.25
1504685400000,22.0,52.23983565,6.85500718,82.0,186.1,1.25
1504685401000,22.0,52.23980981,6.85499657,82.0,208.8,1.25
1504685402000,22.0,52.23977676,6.85499111,80.0,200.4,1.25
1504685403000,21.0,52.23974225,6.854985,80.0,199.9,1.25
1504685404000,20.0,52.23970539,6.85497616,79.0,199.1,1.25
1504685405000,21.0,52.23965034,6.85495755,76.0,203.6,2.5
1504685406000,21.0,52.23959698,6.85494325,74.0,201.1,2.5
1504685407000,22.0,52.23954733,6.85493552,72.0,196.9,2.75
1504685408000,26.0,52.23950555,6.85493734,71.0,190.1,2.5
1504685409000,28.0,52.23946811,6.85493741,77.0,186.4,2.5
1504685410000,25.0,52.23945202,6.85492354,75.0,197.5,2.25
1504685411000,25.0,52.23944507,6.854902,73.0,223.2,2.25
1504685412000,24.0,52.23945042,6.85487506,71.0,272.5,1.5
