599661128724,3,1.0803835,8.969876,4.042011,
599662837865,3,1.146224,8.953716,4.0156746,
599664943771,3,1.1587936,8.974665,4.023456,
599666683432,3,1.1558008,8.981249,4.0384197,
599683683279,3,1.1839328,8.966286,4.07134,
599685545022,3,1.1552023,8.987833,4.051588,
599708435302,3,1.1647792,8.983045,4.0438066,
599709991841,3,1.1641805,8.981848,4.0216603,
599725252028,3,1.1438298,8.942942,4.040814,
599747501379,3,1.2114661,8.966286,4.031237,
599750583936,3,1.1971009,8.991425,4.0276456,
599755741879,3,1.1091139,9.041702,4.040814,
599773657338,3,1.1546037,9.020754,4.0144777,
599781073788,3,1.1312603,8.969278,4.0282445,
599792244244,3,1.0767922,8.986636,4.0001125,
599806894023,3,1.1121067,8.983045,4.092888,
599823985431,3,1.1611878,8.969278,4.0737343,
599829021292,3,1.1414356,8.95611,4.0785227,
599842328176,3,1.1324574,8.917803,4.064756,
599856184425,3,1.1558008,8.921394,4.0563765,
599873306354,3,1.1707647,8.957307,4.0839095,
599878525338,3,1.1294646,8.983644,4.084508,
599891527016,3,1.1510124,8.970475,4.068946,
599905291704,3,1.1857284,8.948329,4.040814,
599920796053,3,1.1348516,8.986037,4.0396166,
599926137118,3,1.216853,9.012374,4.0294414,
599947470858,3,1.2276269,9.008782,4.0719385,
599958519232,3,1.2210429,8.979453,4.0186677,
599966362968,3,1.2521675,8.996812,4.0336313,
599977563945,3,1.2976574,8.995614,4.040814,
599989558451,3,1.2521675,8.992621,4.042011,
600006985585,3,1.2665327,8.968679,4.0186677,
600025725093,3,1.2814964,8.994417,4.0222588,
600028685570,3,1.2838906,8.996812,4.0078936,
600041687248,3,1.2557588,8.983644,4.0001125,
600054963610,3,1.2922704,8.965088,4.03004,
600070895244,3,1.2850877,8.963891,4.0456023,
600079410428,3,1.2749124,8.994417,4.049194,
600092228984,3,1.2587515,8.968081,4.0360255,
600105108581,3,1.2066777,8.969876,4.0821137,
600118568065,3,1.1869255,8.965687,4.024653,
600139810244,3,1.1761516,8.986037,4.0581717,
600141916149,3,1.1731589,9.003994,4.034828,
600165874642,3,1.1593921,8.992023,4.0641575,
600168713037,3,1.1737574,8.961497,4.0934863,
600178449036,3,1.1408371,8.983644,4.0521865,
600191664357,3,1.1563994,8.97287,4.0701427,
600204147189,3,1.1378443,8.966286,4.097078,
600225084164,3,1.1587936,8.965687,4.080917,
600228380364,3,1.1336545,8.983644,4.0402155,
600240100187,3,1.1318588,8.97287,4.0402155,
600255268814,3,1.1282675,8.990228,4.0240545,
600271566693,3,1.1378443,8.995016,4.0240545,
600278861061,3,1.1444284,8.973468,4.0587707,
600289909436,3,1.1659763,8.987235,4.0426097,
600305474826,3,1.186327,9.003994,4.049194,
600321589582,3,1.1899183,8.979453,4.0503907,
600328243023,3,1.2096704,8.97287,4.0096893,
600340970018,3,1.2072762,8.974665,4.0497923,
600358977038,3,1.2084733,8.966286,4.0222588,
600372711206,3,1.2366052,8.980651,4.0294414,
600378632158,3,1.2366052,8.979453,4.0222588,
600390107818,3,1.2611457,8.9842415,3.99293,
600404696556,3,1.2599486,8.966884,4.022857,
600418156040,3,1.2755109,8.965088,4.03004,
600428441405,3,1.2605472,8.953117,4.0467997,
600448188086,3,1.2641385,8.95611,4.0258503,
600457618881,3,1.2725182,8.954314,4.0252514,
600471627733,3,1.2443863,8.966286,4.048595,
600479196785,3,1.2509704,8.985439,4.031237,
600490550363,3,1.2437878,8.994417,4.007295,
600505108581,3,1.240795,8.983045,4.0456023,
600520979174,3,1.22224,8.986636,4.0342298,
600527174810,3,1.22224,8.993818,4.0378213,
600539474520,3,1.2114661,8.980052,4.0132804,
600558549753,3,1.1749545,8.982447,4.0258503,
600564043421,3,1.1875241,8.986636,4.0533834,
